PROVIDER NPI,PROVIDER CCN,PROVIDER - ORG NAME,PROVIDER STATE,PROVIDER CITY,PROVIDER  ADDRESS,PROVIDER ZIP 5 CD,PROVIDER ZIP 4 CD,PROVIDER PHONE NUM,PROVIDER PHONE EXT,PROGRAM YEAR 2011,PROGRAM YEAR 2012,PROGRAM YEAR 2013,geo.provider,geo.updated_at,geo.data.types.0,geo.data.geometry.location.lat,geo.data.geometry.location.lng,general.hospital_type,general.hospital_owner,general.emergency_services,general.country_name,hcahps.survey_response_rate_percent,hcahps.number_of_completed_surveys,hcahps.percent_of_patients_who_reported_yes_they_would_definitely_recommend_the_hospital_
,"360259",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Voluntary non-profit - Other",true,,"41","300 or more","79"
,"360261",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Proprietary",false,,"51","Fewer than 100","88"
,"360263",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Proprietary",false,,"69","300 or more","92"
,"360266",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Proprietary",false,,"60","300 or more","90"
,"360270",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Proprietary",true,,"48","300 or more","81"
,"360271",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Voluntary non-profit - Other",false,,"44","Fewer than 100","94"
,"360274",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Government - Federal",true,,"44","Between 100 and 299","63"
,"360347",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Voluntary non-profit - Private",false,,,"Not Available",
,"360350",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Proprietary",false,,"62","Between 100 and 299","87"
,"360352",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Voluntary non-profit - Private",false,,"77","300 or more","97"
,"360354",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Voluntary non-profit - Private",true,,"38","300 or more","84"
,"360355",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Voluntary non-profit - Private",false,,"51","300 or more","88"
,"360359",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Voluntary non-profit - Private",true,,"41","300 or more","79"
,"360360",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Voluntary non-profit - Private",true,,,"Not Available",
,"361300",,,,,,,,,,,,,,,,,"Critical Access Hospitals","Government - Local",true,,"40","Between 100 and 299","66"
,"361303",,,,,,,,,,,,,,,,,"Critical Access Hospitals","Voluntary non-profit - Private",true,,"26","Fewer than 100","73"
,"361304",,,,,,,,,,,,,,,,,"Critical Access Hospitals","Voluntary non-profit - Private",true,,,,
,"361305",,,,,,,,,,,,,,,,,"Critical Access Hospitals","Voluntary non-profit - Private",true,,"34","Between 100 and 299","73"
,"361306",,,,,,,,,,,,,,,,,"Critical Access Hospitals","Voluntary non-profit - Private",true,,"38","Between 100 and 299","67"
,"361307",,,,,,,,,,,,,,,,,"Critical Access Hospitals","Voluntary non-profit - Private",true,,"37","Between 100 and 299","86"
,"361308",,,,,,,,,,,,,,,,,"Critical Access Hospitals","Voluntary non-profit - Other",true,,"40","Between 100 and 299","87"
,"361310",,,,,,,,,,,,,,,,,"Critical Access Hospitals","Voluntary non-profit - Other",true,,"43","Between 100 and 299","80"
,"361312",,,,,,,,,,,,,,,,,"Critical Access Hospitals","Voluntary non-profit - Private",true,,"39","Between 100 and 299","65"
,"361313",,,,,,,,,,,,,,,,,"Critical Access Hospitals","Government - Local",true,,"33","Between 100 and 299","66"
,"361315",,,,,,,,,,,,,,,,,"Critical Access Hospitals","Voluntary non-profit - Other",true,,"27","Between 100 and 299","75"
,"361316",,,,,,,,,,,,,,,,,"Critical Access Hospitals","Voluntary non-profit - Other",true,,"35","Between 100 and 299","61"
,"361318",,,,,,,,,,,,,,,,,"Critical Access Hospitals","Voluntary non-profit - Private",true,,"31","Between 100 and 299","70"
,"361319",,,,,,,,,,,,,,,,,"Critical Access Hospitals","Voluntary non-profit - Private",true,,"41","300 or more","74"
,"361320",,,,,,,,,,,,,,,,,"Critical Access Hospitals","Voluntary non-profit - Private",true,,"31","300 or more","72"
,"361321",,,,,,,,,,,,,,,,,"Critical Access Hospitals","Voluntary non-profit - Private",true,,"42","300 or more","77"
,"361322",,,,,,,,,,,,,,,,,"Critical Access Hospitals","Voluntary non-profit - Private",true,,"41","Between 100 and 299","89"
,"361323",,,,,,,,,,,,,,,,,"Critical Access Hospitals","Voluntary non-profit - Private",true,,"42","300 or more","68"
,"361328",,,,,,,,,,,,,,,,,"Critical Access Hospitals","Voluntary non-profit - Private",true,,"35","300 or more","84"
,"361329",,,,,,,,,,,,,,,,,"Critical Access Hospitals","Government - Hospital District or Authority",true,,"36","Between 100 and 299","76"
,"361330",,,,,,,,,,,,,,,,,"Critical Access Hospitals","Voluntary non-profit - Other",true,,"40","Between 100 and 299","75"
,"361333",,,,,,,,,,,,,,,,,"Critical Access Hospitals","Voluntary non-profit - Private",true,,"42","300 or more","73"
,"361334",,,,,,,,,,,,,,,,,"Critical Access Hospitals","Voluntary non-profit - Private",true,,"21","Fewer than 100","62"
,"370004",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Voluntary non-profit - Other",true,,"26","300 or more","63"
,"370007",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Government - Hospital District or Authority",true,,"32","Between 100 and 299","80"
,"370011",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Government - Local",true,,"17","Fewer than 100","56"
,"370015",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Voluntary non-profit - Other",true,,"27","Between 100 and 299","72"
,"370020",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Voluntary non-profit - Private",true,,"29","300 or more","66"
,"370022",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Government - Hospital District or Authority",true,,"26","300 or more","63"
,"370025",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Proprietary",true,,"31","300 or more","54"
,"370026",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Proprietary",true,,"38","300 or more","79"
,"370029",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Government - Local",true,,"19","Between 100 and 299","67"
,"370030",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Voluntary non-profit - Private",true,,"28","Between 100 and 299","67"
,"370034",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Voluntary non-profit - Other",true,,"27","300 or more","50"
,"370036",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Voluntary non-profit - Other",true,,"21","Fewer than 100","79"
,"370039",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Proprietary",true,,"28","300 or more","62"
,"370041",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Proprietary",true,,"24","Fewer than 100","67"
,"370054",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Government - Hospital District or Authority",true,,"31","300 or more","63"
,"370056",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Government - Hospital District or Authority",true,,"29","300 or more","72"
,"370072",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Government - Hospital District or Authority",true,,"32","Between 100 and 299","67"
,"370078",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Government - Local",true,,"28","300 or more","68"
,"370080",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Government - Local",true,,"34","Fewer than 100","70"
,"370083",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Government - Hospital District or Authority",true,,"26","Between 100 and 299","55"
,"370091",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Voluntary non-profit - Private",true,,"31","300 or more","74"
,"370097",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Proprietary",true,,"30","300 or more","71"
,"370113",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Voluntary non-profit - Other",true,,"28","300 or more","69"
,"37012F",,,,,,,,,,,,,,,,,"ACUTE CARE - VETERANS ADMINISTRATION","Government Federal",false,,,,
,"370138",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Government - Local",true,,"33","Between 100 and 299","61"
,"37014F",,,,,,,,,,,,,,,,,"ACUTE CARE - VETERANS ADMINISTRATION","Government Federal",false,,,,
,"370156",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Government - Hospital District or Authority",true,,"38","Between 100 and 299","51"
,"370158",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Government - Hospital District or Authority",true,,"32","Between 100 and 299","74"
,"370178",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Government - Federal",true,,"35","300 or more","57"
,"370190",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Proprietary",true,,"23","Between 100 and 299","95"
,"370192",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Physician",true,,"46","Between 100 and 299","90"
,"370199",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Proprietary",true,,"34","300 or more","78"
,"370202",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Proprietary",true,,"28","300 or more","69"
,"370203",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Physician",true,,"39","300 or more","81"
,"370206",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Physician",true,,"42","300 or more","91"
,"370212",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Proprietary",false,,"47","Between 100 and 299","87"
,"370214",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Government - Hospital District or Authority",true,,,"Not Available",
,"370218",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Proprietary",true,,"31","300 or more","78"
,"370220",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Physician",true,,"59","Fewer than 100","60"
,"370222",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Proprietary",true,,"59","300 or more","88"
,"370229",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Government - Federal",true,,"29","Between 100 and 299","85"
,"370232",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Proprietary",true,,,"Not Available",
,"370233",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Proprietary",true,,,"Not Available",
,"370236",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Voluntary non-profit - Private",true,,,"Not Available",
,"371301",,,,,,,,,,,,,,,,,"Critical Access Hospitals","Voluntary non-profit - Private",true,,,"Not Available",
,"371302",,,,,,,,,,,,,,,,,"Critical Access Hospitals","Government - Hospital District or Authority",true,,,"Not Available",
,"371303",,,,,,,,,,,,,,,,,"Critical Access Hospitals","Government - Hospital District or Authority",true,,"41","Fewer than 100","99"
,"371304",,,,,,,,,,,,,,,,,"Critical Access Hospitals","Voluntary non-profit - Private",true,,,"Not Available",
,"371305",,,,,,,,,,,,,,,,,"Critical Access Hospitals","Voluntary non-profit - Private",true,,,"Not Available",
,"371306",,,,,,,,,,,,,,,,,"Critical Access Hospitals","Government - Local",true,,,"Not Available",
,"371307",,,,,,,,,,,,,,,,,"Critical Access Hospitals","Government - Local",true,,"30","Fewer than 100","80"
,"371309",,,,,,,,,,,,,,,,,"Critical Access Hospitals","Government - Local",true,,,"Not Available",
,"371310",,,,,,,,,,,,,,,,,"Critical Access Hospitals","Voluntary non-profit - Private",true,,,"Not Available",
,"371311",,,,,,,,,,,,,,,,,"Critical Access Hospitals","Government - Hospital District or Authority",true,,,"Not Available",
,"371312",,,,,,,,,,,,,,,,,"Critical Access Hospitals","Voluntary non-profit - Private",true,,"21","Between 100 and 299","53"
,"371314",,,,,,,,,,,,,,,,,"Critical Access Hospitals","Proprietary",true,,,"Not Available",
,"371316",,,,,,,,,,,,,,,,,"Critical Access Hospitals","Government - Federal",true,,,"Not Available",
,"371317",,,,,,,,,,,,,,,,,"Critical Access Hospitals","Government - Hospital District or Authority",true,,,"Not Available",
,"371318",,,,,,,,,,,,,,,,,"Critical Access Hospitals","Proprietary",true,,,"Not Available",
,"371321",,,,,,,,,,,,,,,,,"Critical Access Hospitals","Government - Hospital District or Authority",true,,,"Not Available",
,"371322",,,,,,,,,,,,,,,,,"Critical Access Hospitals","Government - Hospital District or Authority",true,,,"Not Available",
,"371324",,,,,,,,,,,,,,,,,"Critical Access Hospitals","Voluntary non-profit - Other",true,,"41","Fewer than 100","81"
,"371325",,,,,,,,,,,,,,,,,"Critical Access Hospitals","Government - Hospital District or Authority",true,,"38","Fewer than 100","82"
,"371326",,,,,,,,,,,,,,,,,"Critical Access Hospitals","Proprietary",true,,"30","Between 100 and 299","71"
,"371327",,,,,,,,,,,,,,,,,"Critical Access Hospitals","Government - Hospital District or Authority",true,,"37","Fewer than 100","87"
,"371329",,,,,,,,,,,,,,,,,"Critical Access Hospitals","Government - Hospital District or Authority",true,,,"Not Available",
,"371330",,,,,,,,,,,,,,,,,"Critical Access Hospitals","Proprietary",true,,,"Not Available",
,"371332",,,,,,,,,,,,,,,,,"Critical Access Hospitals","Proprietary",true,,,"Not Available",
,"371333",,,,,,,,,,,,,,,,,"Critical Access Hospitals","Tribal",true,,,"Not Available",
,"371334",,,,,,,,,,,,,,,,,"Critical Access Hospitals","Government - Hospital District or Authority",true,,,"Not Available",
,"371335",,,,,,,,,,,,,,,,,"Critical Access Hospitals","Government - Hospital District or Authority",true,,,"Not Available",
,"380002",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Voluntary non-profit - Other",true,,"34","300 or more","66"
,"380005",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Government - Local",true,,"38","300 or more","74"
,"380014",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Voluntary non-profit - Private",true,,"36","300 or more","71"
,"380018",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Voluntary non-profit - Private",true,,"41","300 or more","83"
,"380022",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Voluntary non-profit - Church",true,,"34","300 or more","70"
,"380027",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Government - Hospital District or Authority",true,,"38","300 or more","64"
,"380029",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Voluntary non-profit - Private",true,,"33","300 or more","84"
,"380033",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Voluntary non-profit - Private",true,,"30","Between 100 and 299","73"
,"380037",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Voluntary non-profit - Church",true,,"39","300 or more","89"
,"380038",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Voluntary non-profit - Private",true,,"36","300 or more","69"
,"38003F",,,,,,,,,,,,,,,,,"ACUTE CARE - VETERANS ADMINISTRATION","Government Federal",false,,,,
,"38004F",,,,,,,,,,,,,,,,,"ACUTE CARE - VETERANS ADMINISTRATION","Government Federal",false,,,,
,"380050",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Voluntary non-profit - Private",true,,"33","300 or more","62"
,"380052",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Voluntary non-profit - Church",true,,"40","300 or more","62"
,"380061",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Voluntary non-profit - Church",true,,"34","300 or more","79"
,"380071",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Voluntary non-profit - Private",true,,"33","300 or more","70"
,"380075",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Voluntary non-profit - Church",true,,"29","300 or more","70"
,"380082",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Voluntary non-profit - Church",true,,"29","300 or more","71"
,"380102",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Voluntary non-profit - Private",true,,"37","300 or more","79"
,"381301",,,,,,,,,,,,,,,,,"Critical Access Hospitals","Voluntary non-profit - Church",true,,"42","Fewer than 100","77"
,"381302",,,,,,,,,,,,,,,,,"Critical Access Hospitals","Voluntary non-profit - Private",false,,"29","Between 100 and 299","65"
,"381303",,,,,,,,,,,,,,,,,"Critical Access Hospitals","Voluntary non-profit - Church",true,,"26","Between 100 and 299","68"
,"381304",,,,,,,,,,,,,,,,,"Critical Access Hospitals","Government - Hospital District or Authority",true,,"38","Fewer than 100","70"
,"381307",,,,,,,,,,,,,,,,,"Critical Access Hospitals","Government - Hospital District or Authority",true,,,"Not Available",
,"381312",,,,,,,,,,,,,,,,,"Critical Access Hospitals","Government - Hospital District or Authority",true,,"37","Between 100 and 299","75"
,"381313",,,,,,,,,,,,,,,,,"Critical Access Hospitals","Voluntary non-profit - Private",true,,,"Not Available",
,"381314",,,,,,,,,,,,,,,,,"Critical Access Hospitals","Voluntary non-profit - Private",true,,"30","Between 100 and 299","74"
,"381315",,,,,,,,,,,,,,,,,"Critical Access Hospitals","Voluntary non-profit - Church",true,,"42","Between 100 and 299","71"
,"381316",,,,,,,,,,,,,,,,,"Critical Access Hospitals","Voluntary non-profit - Church",true,,"47","300 or more","75"
,"381317",,,,,,,,,,,,,,,,,"Critical Access Hospitals","Voluntary non-profit - Church",true,,"28","Between 100 and 299","65"
,"381318",,,,,,,,,,,,,,,,,"Critical Access Hospitals","Voluntary non-profit - Private",true,,"33","300 or more","79"
,"381319",,,,,,,,,,,,,,,,,"Critical Access Hospitals","Voluntary non-profit - Church",false,,,"Not Available",
,"381321",,,,,,,,,,,,,,,,,"Critical Access Hospitals","Voluntary non-profit - Private",true,,,"Not Available",
,"381322",,,,,,,,,,,,,,,,,"Critical Access Hospitals","Government - Hospital District or Authority",true,,"26","Between 100 and 299","49"
,"381323",,,,,,,,,,,,,,,,,"Critical Access Hospitals","Voluntary non-profit - Church",true,,"27","300 or more","66"
,"381324",,,,,,,,,,,,,,,,,"Critical Access Hospitals","Government - Hospital District or Authority",true,,"17","Between 100 and 299","65"
,"381325",,,,,,,,,,,,,,,,,"Critical Access Hospitals","Government - Hospital District or Authority",true,,"26","Between 100 and 299","56"
,"390001",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Voluntary non-profit - Private",true,,"39","300 or more","63"
,"390003",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Voluntary non-profit - Private",true,,"40","Between 100 and 299","74"
,"39001F",,,,,,,,,,,,,,,,,"ACUTE CARE - VETERANS ADMINISTRATION","Government Federal",false,,,,
,"390025",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Voluntary non-profit - Other",false,,"8","Fewer than 100","56"
,"390026",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Proprietary",true,,"24","300 or more","69"
,"390027",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Voluntary non-profit - Private",true,,"17","300 or more","60"
,"390036",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Voluntary non-profit - Private",true,,"39","300 or more","66"
,"390037",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Voluntary non-profit - Private",true,,"42","300 or more","71"
,"390043",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Voluntary non-profit - Other",true,,"41","300 or more","62"
,"390056",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Voluntary non-profit - Private",true,,"37","300 or more","61"
,"39005F",,,,,,,,,,,,,,,,,"ACUTE CARE - VETERANS ADMINISTRATION","Government Federal",false,,,,
,"390063",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Voluntary non-profit - Private",true,,"36","300 or more","74"
,"39006F",,,,,,,,,,,,,,,,,"ACUTE CARE - VETERANS ADMINISTRATION","Government Federal",false,,,,
,"390070",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Proprietary",true,,"28","300 or more","56"
,"390076",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Proprietary",true,,"29","300 or more","64"
,"390096",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Voluntary non-profit - Church",true,,"35","300 or more","76"
,"39009F",,,,,,,,,,,,,,,,,"ACUTE CARE - VETERANS ADMINISTRATION","Government Federal",false,,,,
,"390100",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Voluntary non-profit - Other",true,,"42","300 or more","77"
,"390115",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Voluntary non-profit - Private",true,,"31","300 or more","64"
,"390119",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Voluntary non-profit - Private",true,,"34","300 or more","72"
,"390123",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Proprietary",true,,"28","300 or more","59"
,"39012F",,,,,,,,,,,,,,,,,"ACUTE CARE - VETERANS ADMINISTRATION","Government Federal",false,,,,
,"390130",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Voluntary non-profit - Private",true,,"40","Between 100 and 299","63"
,"390132",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Voluntary non-profit - Private",true,,"10","Between 100 and 299","39"
,"390133",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Voluntary non-profit - Private",true,,"40","300 or more","76"
,"39013F",,,,,,,,,,,,,,,,,"ACUTE CARE - VETERANS ADMINISTRATION","Government Federal",false,,,,
,"390142",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Voluntary non-profit - Other",true,,"15","300 or more","58"
,"390145",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Voluntary non-profit - Other",true,,"39","300 or more","54"
,"390146",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Voluntary non-profit - Private",true,,"37","300 or more","66"
,"390147",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Voluntary non-profit - Private",true,,"38","300 or more","70"
,"390156",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Voluntary non-profit - Other",true,,"15","300 or more","53"
,"390157",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Voluntary non-profit - Private",true,,"31","300 or more","65"
,"390192",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Voluntary non-profit - Other",true,,"35","Between 100 and 299","69"
,"390197",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Voluntary non-profit - Private",true,,"30","300 or more","57"
,"390204",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Voluntary non-profit - Church",true,,"28","300 or more","49"
,"390225",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Voluntary non-profit - Other",true,,"49","300 or more","71"
,"390237",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Voluntary non-profit - Church",true,,"33","300 or more","67"
,"390263",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Voluntary non-profit - Other",true,,"39","300 or more","79"
,"390267",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Voluntary non-profit - Other",true,,"41","300 or more","68"
,"390272",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Proprietary",false,,,"Not Available",
,"390278",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Voluntary non-profit - Private",false,,,"Not Available",
,"390290",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Proprietary",true,,"36","300 or more","75"
,"390304",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Proprietary",true,,"20","Between 100 and 299","56"
,"390312",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Voluntary non-profit - Private",false,,"31","300 or more","93"
,"390314",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Proprietary",false,,,"Not Available",
,"390321",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Proprietary",false,,,"Not Available",
,"390322",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Proprietary",false,,"71","300 or more","92"
,"390324",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Proprietary",false,,"73","Fewer than 100","96"
,"390326",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Voluntary non-profit - Private",true,,,"Not Available",
,"390327",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Voluntary non-profit - Private",false,,,"Not Available",
,"390328",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Voluntary non-profit - Private",true,,,"Not Available",
,"390329",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Voluntary non-profit - Private",true,,,"Not Available",
,"391300",,,,,,,,,,,,,,,,,"Critical Access Hospitals","Voluntary non-profit - Private",true,,,"Not Available",
,"391301",,,,,,,,,,,,,,,,,"Critical Access Hospitals","Voluntary non-profit - Private",true,,"40","Between 100 and 299","75"
,"391302",,,,,,,,,,,,,,,,,"Critical Access Hospitals","Government - Local",true,,,"Not Available",
,"391303",,,,,,,,,,,,,,,,,"Critical Access Hospitals","Voluntary non-profit - Private",true,,"37","300 or more","58"
,"391306",,,,,,,,,,,,,,,,,"Critical Access Hospitals","Voluntary non-profit - Private",true,,,"Not Available",
,"391307",,,,,,,,,,,,,,,,,"Critical Access Hospitals","Voluntary non-profit - Private",true,,,"Not Available",
,"391308",,,,,,,,,,,,,,,,,"Critical Access Hospitals","Voluntary non-profit - Private",true,,"34","Between 100 and 299","51"
,"391311",,,,,,,,,,,,,,,,,"Critical Access Hospitals","Voluntary non-profit - Other",true,,,"Not Available",
,"393302",,,,,,,,,,,,,,,,,"Childrens","Voluntary non-profit - Other",true,,,"Not Available",
,"393303",,,,,,,,,,,,,,,,,"Childrens","Voluntary non-profit - Private",true,,,"Not Available",
,"400001",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Voluntary non-profit - Other",true,,,"Not Available",
,"400003",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Voluntary non-profit - Private",true,,,"Not Available",
,"400004",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Voluntary non-profit - Other",true,,,"Not Available",
,"400005",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Proprietary",true,,,"Not Available",
,"400006",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Proprietary",true,,,"Not Available",
,"400007",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Voluntary non-profit - Private",true,,,"Not Available",
,"400009",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Voluntary non-profit - Private",true,,,"Not Available",
,"400010",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Government - Local",true,,,"Not Available",
,"400011",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Proprietary",true,,,"Not Available",
,"400012",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Voluntary non-profit - Private",false,,,"Not Available",
,"400013",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Voluntary non-profit - Private",true,,,"Not Available",
,"400014",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Voluntary non-profit - Church",true,,,"Not Available",
,"400015",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Voluntary non-profit - Other",true,,,"Not Available",
,"400016",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Voluntary non-profit - Private",true,,,"Not Available",
,"400018",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Voluntary non-profit - Other",true,,,"Not Available",
,"400019",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Voluntary non-profit - Private",true,,,"Not Available",
,"400021",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Voluntary non-profit - Church",true,,,"Not Available",
,"400022",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Voluntary non-profit - Private",true,,,"Not Available",
,"400024",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Voluntary non-profit - Private",true,,,"Not Available",
,"400026",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Voluntary non-profit - Private",true,,,"Not Available",
,"400032",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Proprietary",true,,,"Not Available",
,"40003F",,,,,,,,,,,,,,,,,"ACUTE CARE - VETERANS ADMINISTRATION","Government Federal",false,,,,
,"400044",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Voluntary non-profit - Church",true,,,"Not Available",
,"400048",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Proprietary",true,,,"Not Available",
,"400061",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Government - State",true,,,"Not Available",
,"400079",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Voluntary non-profit - Other",true,,,"Not Available",
,"400087",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Proprietary",true,,,"Not Available",
,"400098",,,,,,,,,,,,,,,,,"Acute Care Hospitals","Proprietary",true,,,"Not Available",
