PROVIDER_NUMBER,FYB,FYE,STATUS,HOSPITAL_Name,Street_Addr,Po_BOx,City,State,Zip_Code,County,IME1,IME2,IME3,DSH1,DSH2,DSH3,DSH_SHARE_PERCENTAGE,GME_PART_A,GME_PART_B,TOTAL_HOSPITAL_BEDS,TOTAL_HOSPITAL_BED_DAYS_AVAILABLE,TOTAL_HOSPITAL_MEDICARE_DAYS,TOTAL_HOSPITAL_MEDICAID_DAYS,TOTAL_HOSPITAL_DAYS,INTERNS_AND_RESIDENTS,TOTAL_HOSPITAL_EMPLOYEES_ON_PAYROL,TOTAL_HOSPITAL_NON_PAID_WORKERS,TOTAL_HOSPITAL_MEDICARE_DISCHARGES,TOTAL_HOSPITAL_MEDICAID_DISCHARGES,TOTAL_HOSPITAL_DISCHARGES
390046,01-JUL-10,30-JUN-11,As Submitted,YORK HOSPITAL                           ,1001 SOUTH GEORGE STREET                ,,YORK                                    ,PA                                      ,17405                                   ,YORK                                    ,14066587,,,6330949,,,.0788,4173101,1915941,500,182452,48730,5395,129128,125.7,4109.79,,8813,1349,28369
390048,01-JUL-10,30-JUN-11,As Submitted,LEWISTOWN HOSPITAL                      ,400 HIGHLAND AVENUE                     ,,LEWISTOWN HOSPITAL                      ,PA                                      ,17044                                   ,MIFFLIN                                 ,,,,668048,,,.0699,,,109,39785,7297,2433,17168,,714.1,,1967,656,4713
390049,01-JUL-10,30-JUN-11,As Submitted,ST. LUKES HOSPITAL                      ,801 OSTRUM STREET                       ,,BETHLEHEM                               ,PA                                      ,18015                                   ,LEHIGH                                  ,13705453,,,5682363,,,.0645,5406102,1841635,578,208530,55643,10015,136254,141.81,3824,,11914,5767,35203
390050,01-JUL-10,30-JUN-11,As Submitted,ALLEGHENY GENERAL HOSPITAL              ,320 EAST NORTH AVENUE                   ,,PITTSBURGH                              ,PA                                      ,15212-                                  ,ALLEGHENY                               ,29101571,,,2617070,,,.0457,10126505,2042376,521,190640,33170,6754,132206,346.14,3658.29,,5851,1727,23932
390052,01-JUL-10,30-JUN-11,As Submitted,CLEARFIELD HOSPITAL                     ,809 TURNPIKE AVENUE                     ,992                                     ,CLEARFIELD                              ,PA                                      ,16830-0992                              ,CLEARFIELD                              ,,,,539359,,,.071,,,86,31390,6881,1584,13755,,466.07,,1425,492,3212
390056,01-JUL-10,30-JUN-11,As Submitted,JC BLAIR MEMORIAL HOSPITAL              ,1225 WARM SPRINGS AVENEUE               ,,HUNTINGDON                              ,PA                                      ,16652-2350                              ,HUNTINGDON                              ,,,,307812,,,.0847,,,60,21900,3715,1102,7841,,346.59,,760,309,1859
390057,01-JUL-10,30-JUN-11,As Submitted,GRAND VIEW HOSPITAL                     ,700 LAWN AVENUE                         ,,SELLERSVILLE                            ,PA                                      ,18960-1587                              ,BUCKS                                   ,,,,,,,,,,188,68604,13104,709,39284,,1205.43,,2778,129,9365
390058,01-JUL-10,30-JUN-11,As Submitted,CARLISLE REGIONAL MEDICAL CENTER        ,361 ALEXANDER SPRING ROAD               ,,CARLISLE                                ,PA                                      ,17013                                   ,CUMBERLAND                              ,,,,480192,,,.0289,,,145,52925,11026,2485,22807,,610.72,,2489,150,5641
390061,01-JUL-10,30-JUN-11,As Submitted,LANCASTER  REGIONAL MED CTR             ,250 COLLEGE AVENUE                      ,,LANCASTER                               ,PA                                      ,17603                                   ,LANCASTER                               ,,,,503089,,,.0388,,,185,67525,9279,2387,22069,,501.56,,1597,,4939
390062,01-JUL-10,30-JUN-11,Amended,NASON HOSPITAL                          ,105 NASON DRIVE                         ,,ROARING SPRING                          ,PA                                      ,16673                                   ,BLAIR                                   ,,,,196217,,,.0767,,,45,16425,1955,1647,8371,,244.59,,467,379,2054
390063,01-JUL-10,30-JUN-11,Settled,UPMC HAMOT                              ,201 STATE STREET                        ,,ERIE                                    ,PA                                      ,16550                                   ,ERIE                                    ,2976397,,,3454417,,,.0703,1374132,411947,397,134862,28456,9165,85176,35.1,2154.69,,5319,2326,16899
390065,01-JUL-10,30-JUN-11,As Submitted,THE GETTYSBURG HOSPITAL                 ,147 GETTYS                              ,3786                                    ,GETTYSBURG                              ,PA                                      ,17325-0786                              ,ADAMS                                   ,,,,,,,,,,74,27680,8555,652,17669,,669.73,,1876,189,4416
390066,01-JUL-10,30-JUN-11,As Submitted,THE GOOD SAMARITAN HOSPITAL             ,THE GOOD SAMARITAN HOSPITAL             ,241 SOUTH FOURTH ST                     ,LEBANON                                 ,PA                                      ,17042                                   ,LEBANON                                 ,1988436,,,,,,,722675,238101,124,45260,16953,1448,36808,15.61,1083.54,,3566,1050,8299
390067,01-JUL-10,30-JUN-11,As Submitted,PINNACLE HEALTH HOSPITALS               ,409 S. SECOND ST  SUITE 4E              ,,HARRISBURG                              ,PA                                      ,17101                                   ,DAUPHIN                                 ,12615329,,,5804027,,,.0824,3731031,852438,511,189877,33248,7951,135293,,3288.47,,8278,1425,32047
390068,01-JUL-10,30-JUN-11,As Submitted,HEART OF LANCASTER MEDICAL CENTER       ,1500 HIGHLANDS DRIVE                    ,,LITITZ                                  ,PA                                      ,17543                                   ,LANCASTER                               ,176694,,,371336,,,.065,378022,113249,148,54020,3571,1498,12339,13.83,300.59,,845,,2912
390070,01-JUL-10,30-JUN-11,As Submitted,LOWER BUCKS HOSPITAL                    ,501 BATH ROAD                           ,,BRISTOL                                 ,PA                                      ,19007                                   ,BUCKS                                   ,,,,644740,,,.0544,,,111,40515,7664,1157,27534,,594.13,,2169,317,6684
390071,01-JUL-10,30-JUN-11,As Submitted,LOCKHAVEN HOSPITAL                      ,24 CREE DRIVE                           ,,LOCKHAVEN                               ,PA                                      ,17745-2699                              ,CLINTON                                 ,,,,360376,,,.12,,,47,17155,2089,770,4577,,227.09,,584,279,1679
390072,01-JUL-10,30-JUN-11,As Submitted,BERWICK HOSPITAL CENTER                 ,701 EAST 16TH STREET                    ,,BERWICK                                 ,PA                                      ,18603                                   ,COLUMBIA                                ,,,,247785,,,.0357,,,83,30295,5493,1086,10675,,264.54,,1307,519,2995
390073,01-JUL-10,30-JUN-11,Amended,ALTOONA REGIONAL HEALTH SYSTEM          ,620 HOWARD AVENUE                       ,,ALTOONA                                 ,PA                                      ,16601-4889                              ,BLAIR                                   ,1670774,,,2787885,,,.0638,900816,320535,439,159081,31445,9256,93199,19.03,2240.54,,5669,2040,18978
390076,01-JUL-10,30-JUN-11,As Submitted,BRANDYWINE HOSPITAL                     ,200 REECEVILLE ROAD                     ,,COATSVILLE                              ,PA                                      ,19320-                                  ,CHESTER                                 ,,,,1329102,,,.0599,,,197,73730,15314,1891,37371,,555.01,,2995,1045,7758
390079,01-JUL-10,30-JUN-11,As Submitted,ROBERT PACKER HOSPITAL                  ,GUTHRIE SQUARE                          ,,SAYRE                                   ,PA                                      ,18840                                   ,BRADFORD                                ,7499606,,,3188038,,,.0662,2056251,562970,234,85410,29966,10401,64720,61.65,1280.9,,5684,1885,13904
390080,01-JUL-10,30-JUN-11,As Submitted,JEANES HOSPITAL                         ,7600 CENTRAL AVENUE                     ,,PHILADELPHIA                            ,PA                                      ,19111                                   ,PHILADELPHIA                            ,940204,,,768558,,,.0377,318401,84009,156,56940,14353,1011,40313,8.75,886,,2576,997,8823
390081,01-JUL-10,30-JUN-11,As Submitted,DELAWARE COUNTY MEMORIAL HOSPITAL       ,501 N. LANDSDOWNE AVE.                  ,,DREXEL HILL                             ,PA                                      ,19026-                                  ,DELAWARE COUNTY                         ,1589788,,,2202756,,,.1067,1275713,373586,202,73730,16142,2004,47405,22.79,880.56,,2745,548,10821
390084,01-JUL-10,30-JUN-11,As Submitted,SUNBURY COMMUNITY HOSPITAL              ,350 N. ELEVENTH STREET                  ,737                                     ,SUNBURY                                 ,PA                                      ,17801-                                  ,NORTHUMBERLAND                          ,,,,670083,,,.1387,,,90,32957,3007,450,7528,,209.97,,826,293,1710
390086,01-JUL-10,30-JUN-11,As Submitted,DUBOIS REGIONAL MEDICAL CENTER          ,100 HOSPITAL AVENUE                     ,P.O. BOX 447                            ,DUBOIS                                  ,PA                                      ,15801                                   ,CLEARFIELD                              ,,,,4832477,,,.2377,,,185,67525,11557,6530,35324,,1544.95,,2893,2499,9073
390090,01-JUL-10,30-JUN-11,As Submitted,WESTERN PENNSYLVANIA HOSPITAL           ,4800 FRIENDSHIP AVENUE                  ,,PITTSBURGH                              ,PA                                      ,15224-                                  ,ALLEGHENY                               ,3460834,,,1960325,,,.2295,1696143,1855959,306,111537,5455,2502,55572,92.71,1271.12,,962,353,8845
390091,01-JUL-10,30-JUN-11,Settled,UPMC NORTHWEST HOSPITAL                 ,100 FAIRFIELD DRIVE                     ,,SENECA                                  ,PA                                      ,16346                                   ,VENANGO                                 ,,,,756224,,,.0465,,,127,46355,13185,2849,25849,,661.3,,2766,681,5871
390093,01-JUL-10,30-JUN-11,As Submitted,CLARION HOSPITAL                        ,ONE HOSPITAL DRIVE                      ,,CLARION                                 ,PA                                      ,16214                                   ,CLARION                                 ,361149,,,362650,,,.0511,470588,288121,69,25185,5407,1111,10289,12.43,431.74,,1232,285,2568
390095,01-JUL-10,30-JUN-11,As Submitted,MARIAN COMMUNITY HOSPITAL               ,100 LINCOLN AVE                         ,,CARBONDALE                              ,PA                                      ,18407                                   ,LACKAWANNA                              ,,,,202041,,,.0374,,,56,20440,4236,446,6060,,224.8,,952,129,1451
390096,01-JUL-10,30-JUN-11,As Submitted,ST. JOSEPH MEDICAL CENTER               ,2500 BERNVILLE RD                       ,PO BOX 316                              ,READING                                 ,PA                                      ,19603-0316                              ,BERKS                                   ,2002635,,,2531103,,,.0975,815752,271211,204,76396,14471,2035,39464,24.62,1161.36,,3026,342,8426
390097,01-JUL-10,30-JUN-11,As Submitted,HOSPITAL                                ,1648 HUNTINGTON PIKE                    ,,MEADOWBROOK                             ,PA                                      ,19046                                   ,MONTGOMERY                              ,60717,,,3042497,,,.1085,48106,7703,230,83950,24727,9695,63675,1,1103.55,,3979,2614,12540
390100,01-JUL-10,30-JUN-11,As Submitted,LANCASTER GENERAL HOSPITAL              ,555 NORTH DUKE STREET                   ,3555                                    ,LANCASTER                               ,PA                                      ,17604-3555                              ,LANCASTER                               ,4046783,,,6023866,,,.0599,1332634,395683,598,219834,61013,5093,158547,35.72,4847,49.79,11546,1146,37567
390101,01-JUL-10,30-JUN-11,As Submitted,MEMORIAL HOSPITAL                       ,325 S BELMONT STREET                    ,15118                                   ,YORK                                    ,PA                                      ,17405-                                  ,YORK                                    ,2184178,,,637039,,,.0503,980179,377929,100,36500,8346,651,20351,50.46,706.4,,1795,272,5498
390102,01-JUL-10,30-JUN-11,Settled w/Audit,UPMC ST MARGARET                        ,815 FREEPORT ROAD                       ,,PITTSBURGH                              ,PA                                      ,15215                                   ,ALLEGHENY                               ,6362828,,,,,,,3637462,940150,234,85533,17910,871,69525,68.92,1535.8,,3461,159,14623
390104,01-JUL-10,30-JUN-11,Settled,KANE COMMUNITY HOSPITAL                 ,4372 ROUTE 6                            ,,KANE                                    ,PA                                      ,16735                                   ,MCKEAN                                  ,,,,,,,,,,31,11315,3066,167,4377,,156.55,,659,144,980
390107,01-JUL-10,30-JUN-11,As Submitted,UPMC PASSAVANT                          ,9100 BABCOCK BOULEVARD                  ,,PITTSBURGH                              ,PA                                      ,15237                                   ,ALLEGHENY                               ,,,,,,,,,,337,123005,25373,1137,90924,,1911.24,,4485,205,17567
390108,01-JUL-10,30-JUN-11,As Submitted,MONTGOMERY HOSPITAL                     ,1301 POWELL ST                          ,0992                                    ,NORRISTOWN                              ,PA                                      ,19404-0992                              ,MONTGOMERY                              ,1318322,,,1526583,,,.1219,721149,236702,153,55725,7795,3043,26167,17.6,646.07,,1759,1835,7006
390110,01-JUL-10,30-JUN-11,As Submitted,MEMORIAL MEDICAL CENTER                 ,1086 FRANKLIN STREET                    ,,JOHNSTOWN                               ,PA                                      ,15905                                   ,CAMBRIA                                 ,7510745,,,3560237,,,.077,3988279,731265,452,162894,41216,9864,117034,77.12,2759.33,,6230,2070,24360
390111,01-JUL-10,30-JUN-11,Amended,HOSPITAL OF THE UNIV OF PENNA           ,3400 SPRUCE STREET                      ,,PHILADELPHIA                            ,PA                                      ,19104-                                  ,PHILADELPHIA                            ,57363255,,,16092258,,,.1565,21027755,7944475,694,253983,61104,12794,238706,674.05,6242.42,,8431,1921,39809
390112,01-JUL-10,30-JUN-11,As Submitted,WINDBER MEDICAL CENTER                  ,600 SOMERSET AVENUE                     ,,WINDBER                                 ,PA                                      ,15963-                                  ,SOMERSET                                ,,,,103201,,,.0335,,,50,18250,2019,501,6260,,53.31,,522,139,1764
390113,01-JUL-10,30-JUN-11,As Submitted,MEADVILLE MEDICAL CENTER                ,1034 GROVE STREET                       ,,MEADVILLE                               ,PA                                      ,16335                                   ,CRAWFORD                                ,479211,,,1901650,,,.1057,426987,246167,160,58400,14840,2748,31664,10.81,1007.59,,2814,570,6697
390114,01-JUL-10,30-JUN-11,Amended,UPMC MAGEE WOMENS HOSPITAL              ,300 HALKETT ST                          ,,PITTSBURGH                              ,PA                                      ,15213-3180                              ,ALLEGHENY                               ,3367408,,,2610102,,,.2608,865698,455371,318,107488,6593,4787,101383,100.47,2037.82,,1410,668,20114
390115,01-JUL-10,30-JUN-11,Amended,ARIA HEALTH                             ,KNIGHTS & RED LION ROADS                ,,PHILADELPHIA                            ,PA                                      ,19114                                   ,PHILADELPHIA                            ,8990872,,,5016297,,,.0876,3354263,618542,469,171185,39000,3596,124727,97.61,2669.89,,7456,717,25957
390117,01-JUL-10,30-JUN-11,As Submitted,UPMC BEDFORD MEMORIAL                   ,10455 LINCOLN HIGHWAY                   ,,EVERETT                                 ,PA                                      ,15537                                   ,BEDFORD                                 ,,,,251209,,,.0718,,,49,17885,2076,737,6301,,311.44,,630,227,2104
390119,01-JUL-10,30-JUN-11,As Submitted,MOSES TAYLOR HOSPITAL                   ,700 QUINCY AVENUE                       ,,SCRANTON                                ,PA                                      ,18510-1798                              ,LACKAWANNA                              ,845760,,,2738996,,,.1357,494382,133120,178,64970,16248,10857,50511,8.6,932.48,,3036,3089,12685
390122,01-JUL-10,30-JUN-11,As Submitted,TITUSVILLE AREA HOSPITAL                ,406 WEST OAK STREET                     ,,TITUSVILLE                              ,PA                                      ,16354                                   ,CRAWFORD                                ,,,,,,,,,,72,26280,4867,1392,8562,,254.07,,905,327,1891
390123,01-JUL-10,30-JUN-11,Amended,POTTSTOWN MEMORIAL MEDICAL CENTER       ,1600 EAST HIGH STREET                   ,,POTTSTOWN                               ,PA                                      ,19464                                   ,MONTGOMERY                              ,,,,,,,,,,168,61500,17004,1034,39647,,827.47,,3519,1041,9149
390125,01-JUL-10,30-JUN-11,As Submitted,WAYNE MEMORIAL HOSPITAL                 ,WAYNE MEMORIAL HOSPITAL                 ,601 PARK STREET                         ,HONESDALE                               ,PA                                      ,18431                                   ,WAYNE                                   ,,,,728109,,,.0835,,,90,32850,7115,2225,12938,,514.92,,1402,748,2796
390127,01-JUL-10,30-JUN-11,As Submitted,PHOENIXVILLE HOSPITAL                   ,140 NUTT ROAD                           ,,PHOENIXVILLE                            ,PA                                      ,19460                                   ,CHESTER                                 ,,,,713532,,,.0369,,,149,54385,10725,992,30552,,680.17,,2423,207,7545
390130,01-JUL-10,30-JUN-11,As Submitted,MINERS HOSPITAL                         ,290 HAIDA AVENUE                        ,689                                     ,HASTINGS                                ,PA                                      ,16646                                   ,CAMBRIA                                 ,,,,,,,,,,30,10950,2239,167,3747,,153.34,,492,51,874
390132,01-JUL-10,30-JUN-11,As Submitted,ST. JOSEPH HOSPITAL                     ,801 WEST GIRARD AVENUE                  ,,PHILADELPHIA                            ,PA                                      ,19122                                   ,PHILADELPHIA                            ,521635,,,5310629,,,.5786,295888,19238,182,54037,9255,7117,36515,13.17,644.69,,1169,3152,5404
390133,01-JUL-10,30-JUN-11,As Submitted,LEHIGH VALLEY                           ,2100 MACK BOULEVARD                     ,,ALLENTOWN                               ,PA                                      ,18103                                   ,LEHIGH                                  ,16357467,,,7887967,,,.058,4469357,1110184,733,267545,80804,18869,206273,144.14,4838.97,,14513,7364,40335
390137,01-JUL-10,30-JUN-11,Amended,WVHCS-HOSPITAL                          ,NORTH RIVER AND AUBURN STREETS          ,,WILKES BARRE                            ,PA                                      ,18764-                                  ,LUZERNE                                 ,1801434,,,2482622,,,.041,1015239,219864,393,143580,47044,8733,83572,19.99,1698,,8717,1904,16841
390138,01-JUL-10,30-JUN-11,As Submitted,WAYNESBORO HOSPITAL                     ,501 EAST MAIN STREET                    ,,WAYNESBORO                              ,PA                                      ,17268-                                  ,FRANKLIN                                ,,,,381026,,,.0417,,,74,27010,5225,1110,10342,,449.4,,1215,351,2717
390139,01-JUL-10,30-JUN-11,As Submitted,BRYN MAWR HOSPITAL                      ,130 S. BRYN MAWR AVE.                   ,,BRYN MAWR                               ,PA                                      ,19010                                   ,MONTGOMERY                              ,3905740,,,,,,,1312440,246064,299,109135,31343,1938,76869,37.81,1399.01,,6829,527,19006
390142,01-JUL-10,30-JUN-11,As Submitted,ALBERT EINSTEIN MEDICAL CENTER          ,5501 OLD YORK ROAD                      ,3098                                    ,PHILADELPHIA                            ,PA                                      ,19141                                   ,PHILADELPHIA                            ,26477083,,,16040733,,,.3079,15596780,2984375,438,159870,32375,12393,121052,326.73,3409.2,25.72,6057,2689,26471
390145,01-JUL-10,30-JUN-11,Amended,WESTMORELAND REGIONAL  HOSPITAL         ,532 WEST PITTSBURGH STREET              ,,GREENSBURG                              ,PA                                      ,15601-                                  ,WESTMORELAND                            ,,,,1345657,,,.0507,,,343,125195,22182,2792,93175,,1814.1,,4024,849,20459
390146,01-JUL-10,30-JUN-11,As Submitted,WARREN GENERAL HOSPITAL                 ,2 CRESCENT PARK WEST                    ,,WARREN                                  ,PA                                      ,16365                                   ,WARREN                                  ,,,,409534,,,.0614,,,71,25915,5182,1578,11176,,539.32,,1148,325,8849
390147,01-JUL-10,30-JUN-11,Settled,MONONGAHELA VALLEY HOSPITAL  INC.       ,1163 COUNTRY CLUB RD  ROUTE 88          ,,MONONGAHELA                             ,PA                                      ,15063                                   ,USA                                     ,,,,,,,,,,151,55115,10455,3694,37146,,938.59,11.48,2093,848,7566
390150,01-JUL-10,30-JUN-11,As Submitted,SOUTHWEST REGIONAL MEDICAL CENTER       ,350 BONAR AVENUE                        ,,WAYNESBURG                              ,PA                                      ,15370                                   ,GREENE                                  ,,,,418325,,,.0898,,,39,14235,3916,231,10073,,245.46,,868,72,2333
390151,01-JUL-10,30-JUN-11,As Submitted,THE CHAMBERSBURG HOSPITAL               ,112 NORTH 7TH ST.                       ,,CHAMBERSBURG                            ,PA                                      ,17201                                   ,FRANKLIN                                ,103408,,,1958876,,,.0508,29991,10343,197,71905,21518,2237,43948,.73,1470.1,,5103,1629,11516
390153,01-JUL-10,30-JUN-11,As Submitted,PAOLI HOSPITAL                          ,255 W. LANCASTER AVE.                   ,,PAOLI                                   ,PA                                      ,19301-1792                              ,CHESTER                                 ,,,,,,,,,,226,82490,21063,1314,59051,,1029.93,,4934,392,14540
390154,01-JUL-10,30-JUN-11,Settled,ELK REGIONAL HEALTH CENTER              ,763 JOHNSONBURG RD                      ,,ST. MARY S                              ,PA                                      ,15857                                   ,ELK                                     ,,,,,,,,,,70,25550,7652,859,11725,,567.5,,1600,259,2852
390157,01-JUL-10,30-JUN-11,As Submitted,OHIO VALLEY GENERAL HOSPITAL            ,25 HECKEL ROAD                          ,,MC KEES ROCKS                           ,PA                                      ,15136                                   ,ALLEGHENY                               ,,,,,,,,,,122,37516,4447,399,16845,,412.74,,883,82,3388
390160,01-JUL-10,30-JUN-11,As Submitted,CANONSBURG GENERAL HOSPITAL             ,100 MEDICAL BLVD                        ,,CANONSBURG                              ,PA                                      ,15317-                                  ,WASHINGTON                              ,,,,,,,,,,88,32120,4415,323,13481,,340.85,,978,70,3120
390162,01-JUL-10,30-JUN-11,As Submitted,EASTON HOSPITAL                         ,250 SOUTH 21ST STREET                   ,,EASTON                                  ,PA                                      ,18042-4195                              ,NORTHHAMPTON                            ,4180730,,,,,,,2521291,535331,214,78110,27883,2202,49128,36.09,907.55,,5140,1160,9757
390163,01-JUL-10,30-JUN-11,Settled,ARMSTRONG COUNTY MEMORIAL               ,ONE NOLTE DRIVE                         ,,KITTANNING                              ,PA                                      ,16201                                   ,ARMSTRONG                               ,,,,846635,,,.0946,,,139,50735,7955,1381,30638,,799.02,,1393,238,6444
390164,01-JUL-10,30-JUN-11,Amended,UPMC - PRESBYTERIAN SHADYSIDE           ,200 LOTHROP STREET                      ,,PITTSBURGH                              ,PA                                      ,15213                                   ,ALLEGHENY                               ,78810540,,,8971056,,,.0619,25866304,5259030,1257,434336,91360,17793,359341,752.81,8073.98,,14468,2062,59066
390168,01-JUL-10,30-JUN-11,Settled w/Audit,BUTLER MEMORIAL HOSPITAL                ,ONE HOSPITAL WAY                        ,,BUTLER                                  ,PA                                      ,16001                                   ,BUTLER                                  ,,,,881614,,,.0375,,,243,85835,15319,7108,54351,,1361.2,,3296,,11671
390173,01-JUL-10,30-JUN-11,Settled,INDIANA REGIONAL MEDICAL CENTER         ,835 HOSPITAL ROAD                       ,788                                     ,INDIANA                                 ,PA                                      ,15701                                   ,INDIANA                                 ,,,,567221,,,.0434,,,132,48180,9723,840,28382,,992.59,,2195,85,6998
390174,01-JUL-10,30-JUN-11,As Submitted,THOMAS JEFFERSON UNIV. HOSPITAL         ,111 SOUTH 11TH STREET                   ,,PHILADELPHIA                            ,PA                                      ,19107                                   ,PHILADELPHIA                            ,53950356,,,14863359,,,.1206,21840867,4613095,839,311309,78518,12095,243379,607.05,6704.66,,12516,1753,45413
390178,01-JUL-10,30-JUN-11,As Submitted,UPMC HORIZON                            ,110 NORTH MAIN STREET                   ,,GREENVILLE                              ,PA                                      ,16125                                   ,MERCER                                  ,761514,,,805062,,,.0594,393562,167509,150,54643,11189,2744,31070,14,844.95,,2202,633,6952
390179,01-JUL-10,30-JUN-11,As Submitted,THE CHESTER COUNTY HOSPITAL             ,701 E. MARSHALL STREET                  ,,WEST CHESTER                            ,PA                                      ,19380-                                  ,CHESTER                                 ,,,,,,,,,,219,79935,23732,686,64594,,1418.67,,4303,348,16647
390180,01-JUL-10,30-JUN-11,As Submitted,CROZER CHESTER MEDICAL CENTER           ,ONE MEDICAL CENTER BLVD.                ,,UPLAND                                  ,PA                                      ,19013-3995                              ,DELAWARE COUNTY                         ,9352382,,,6550318,,,.1212,4552350,1067759,485,177025,36812,9856,117519,112.94,3015.02,,6896,1898,25520
390183,01-JUL-10,30-JUN-11,Settled,MINERS MEMORIAL MEDICAL CENTER          ,360 WEST RUDDLE STREET                  ,,COALDALE                                ,PA                                      ,18218                                   ,SCHUYLKILL                              ,,,,,,,,,,44,16060,4379,360,6542,,255.22,,1000,147,1714
390184,01-JUL-10,30-JUN-11,As Submitted,HIGHLANDS HOSPITAL                      ,401 EAST MURPHY AVENUE                  ,,CONNELLSVILLE                           ,PA                                      ,15425-2700                              ,FAYETTE                                 ,,,,158925,,,.0907,,,40,14600,1650,249,5793,,217.6,,311,65,1222
390189,01-JUL-10,30-JUN-11,Settled,SHAMOKIN AREA COMMUNITY HOSPITAL        ,4200 HOSPITAL ROAD                      ,,COAL TOWNSHIP                           ,PA                                      ,17866-9697                              ,NORTHUMBERLAND                          ,,,,,,,,,,36,13140,6256,432,9630,,287.99,,1390,126,2282
390192,01-JUL-10,30-APR-11,As Submitted,MERCY TYLER HOSPITAL                    ,880 SR 6 W                              ,,TUNKHANNOCK                             ,PA                                      ,18657                                   ,WAYNE                                   ,,,,105702,,,.0428,,,48,17322,2073,51,4424,,209.16,,474,73,1064
390194,01-JUL-10,30-JUN-11,As Submitted,GNADEN HUETTEN MEMORIAL HOSPITAL        ,211 N. 12TH STREET                      ,,LEHIGHTON                               ,PA                                      ,18235                                   ,CARBON                                  ,,,,774628,,,.0991,,,85,31025,5660,892,11340,,435.54,,1375,167,2677
390195,01-JUL-10,30-JUN-11,As Submitted,LANKENAU MEDICAL CENTER                 ,100 LANCASTER AVE.                      ,,WYNEWOOD                                ,PA                                      ,19096                                   ,MONTGOMERY                              ,10722610,,,2493693,,,.0448,2898530,621201,331,120815,32304,3425,91413,113.45,1553.81,,6461,917,19946
390196,01-JUL-10,30-JUN-11,As Submitted,AMERICAN ONCOLOGIC HOSPITAL             ,7701 BURHOLME AVENUE                    ,,PHILADELPHIA                            ,PA                                      ,19111                                   ,PHILADELPHIA                            ,,,,,,,,,710482,100,36500,7665,253,22371,31.03,890,,1506,44,4728
390197,01-JUL-10,30-JUN-11,As Submitted,SACRED HEART HOSPITAL                   ,421 CHEW STREET                         ,,ALLENTOWN                               ,PA                                      ,18102                                   ,LEHIGH                                  ,1220474,,,2032233,,,.169,1049171,251048,184,60966,8256,1295,23425,23.09,667.43,,1712,296,4965
390198,01-JUL-10,30-JUN-11,As Submitted,MILLCREEK COMMUNITY HOSPITAL            ,5515 PEACH STREET                       ,,ERIE                                    ,PA                                      ,16509                                   ,ERIE                                    ,1062669,,,453902,,,.12,771830,76835,75,27375,3571,1036,10320,29.02,314.63,,833,379,2744
390199,01-JUL-10,30-JUN-11,As Submitted,PUNXSUTAWNEY AREA HOSPITAL              ,81 HILLCREST DRIVE                      ,,PUNXSUTAWNEY                            ,PA                                      ,15767                                   ,JEFFERSON                               ,,,,353059,,,.0859,,,44,16060,4002,713,7497,,302.49,,833,274,1730
390201,01-JUL-10,30-JUN-11,As Submitted,POCONO MEDICAL CENTER                   ,YY                                      ,,EAST STROUDSBURG                        ,PA                                      ,18301-                                  ,MONROE                                  ,,,,4125551,,,.1184,,,213,77745,23816,5138,48445,,1430.51,,4761,1086,10562
390203,01-JUL-10,30-JUN-11,As Submitted,DOYLESTOWN HOSPITAL                     ,595 WEST STATE STREET                   ,,DOYLESTOWN                              ,PA                                      ,18901-2554                              ,BUCKS                                   ,,,,,,,,,,247,90155,21198,1266,54069,,1363,,4247,347,12999
390211,01-JUL-10,30-JUN-11,As Submitted,SHARON REGIONAL HEALTH SYSTEM           ,740 EAST STATE STREET                   ,,SHARON                                  ,PA                                      ,16146-2096                              ,MERCER                                  ,,,,2666267,,,.1271,,,184,67160,15694,8255,40018,,1196.77,,3321,1835,9558
390217,01-JUL-10,30-JUN-11,As Submitted,FRICK HOSPITAL                          ,508 CHURCH STREET                       ,,MOUNT PLEASANT                          ,PA                                      ,15666-                                  ,WESTMORELAND                            ,,,,256201,,,.0455,,,65,23725,4710,383,16127,,411.4,,956,162,3565
390219,01-JUL-10,30-JUN-11,Settled w/Audit,LATROBE AREA HOSPITAL                   ,121 W. 2ND AVENUE                       ,,LATROBE                                 ,PA                                      ,15650-                                  ,WESTMORELAND                            ,1842145,,,425476,,,.039,1041572,353479,153,55845,8010,1152,32039,18,981.4,,1752,262,7937
390220,01-JUL-10,30-JUN-11,As Submitted,JENNERSVILLE REGIONAL HOSPITAL          ,1015 W. BALTIMORE PIKE                  ,,WEST GROVE                              ,PA                                      ,19390-                                  ,CHESTER                                 ,,,,424628,,,.0435,,,59,21535,7015,830,13739,,248.82,,1536,403,3364
390222,01-JUL-10,30-JUN-11,As Submitted,RIDDLE HOSPITAL                         ,1068 W. BALTIMORE PIKE                  ,,MEDIA                                   ,PA                                      ,19063                                   ,DELAWARE                                ,,,,,,,,,,207,75555,24817,1334,52867,,949.58,,4511,258,10935
390223,01-JUL-10,30-JUN-11,As Submitted,PRESBYTERIAN MEDICAL CENTER             ,39TH & MARKET STREETS                   ,,PHILADELPHIA                            ,PA                                      ,19104-                                  ,PHILADELPHIA                            ,13695058,,,6987347,,,.144,2984995,1004781,266,97090,23048,1269,68661,107.98,1595.5,,4535,614,15225
